tweet_id,timestamp,source,rating_numerator,rating_denominator,dog_stage,breed,p_confidence,id,retweet_count,favorite_count
892420643555336193,2017-08-01 16:23:56,Twitter for iPhone,13,10,,None,0.0,8.924206435553362e+17,8853.0,39467.0
892177421306343426,2017-08-01 00:17:27,Twitter for iPhone,13,10,,Chihuahua,0.323581,8.921774213063434e+17,6514.0,33819.0
891815181378084864,2017-07-31 00:18:03,Twitter for iPhone,12,10,,Chihuahua,0.716012,8.918151813780849e+17,4328.0,25461.0
891689557279858688,2017-07-30 15:58:51,Twitter for iPhone,13,10,,Labrador_retriever,0.168086,8.916895572798587e+17,8964.0,42908.0
891327558926688256,2017-07-29 16:00:24,Twitter for iPhone,12,10,,basset,0.555712,8.913275589266883e+17,9774.0,41048.0
891087950875897856,2017-07-29 00:08:17,Twitter for iPhone,13,10,,Chesapeake_Bay_retriever,0.425595,8.910879508758979e+17,3261.0,20562.0
890971913173991426,2017-07-28 16:27:12,Twitter for iPhone,13,10,,Appenzeller,0.34170300000000003,8.909719131739914e+17,2158.0,12041.0
890729181411237888,2017-07-28 00:22:40,Twitter for iPhone,13,10,,Pomeranian,0.566142,8.907291814112379e+17,16716.0,56848.0
890609185150312448,2017-07-27 16:25:51,Twitter for iPhone,13,10,,Irish_terrier,0.487574,8.906091851503124e+17,4429.0,28226.0
890240255349198849,2017-07-26 15:59:51,Twitter for iPhone,14,10,doggo,Pembroke,0.511319,8.902402553491988e+17,7711.0,32467.0
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,13,10,,Samoyed,0.957979,8.900066081131725e+17,7624.0,31166.0
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,13,10,,French_bulldog,0.377417,8.898808964798669e+17,5156.0,28268.0
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,13,10,puppo,Pembroke,0.966327,8.896653883336827e+17,8538.0,38818.0
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,12,10,,French_bulldog,0.99165,8.896388375799071e+17,4735.0,27672.0
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,13,10,puppo,golden_retriever,0.953442,8.895311353442099e+17,2321.0,15359.0
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,13,10,,whippet,0.626152,8.892788419816858e+17,5637.0,25652.0
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,12,10,,golden_retriever,0.714719,8.889172381238313e+17,4709.0,29611.0
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,13,10,,golden_retriever,0.46976,8.888049891996713e+17,4559.0,26080.0
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,13,10,,Siberian_husky,0.700377,8.885549627242783e+17,3732.0,20290.0
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,12,10,,French_bulldog,0.995026,8.880784344585871e+17,3653.0,22201.0
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,13,10,,basset,0.821664,8.877052893818266e+17,5609.0,30779.0
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,14,10,,None,0.0,8.875171391580938e+17,12082.0,46959.0
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,13,10,,Pembroke,0.809197,8.874739571039519e+17,18781.0,69871.0
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,13,10,,Mexican_hairless,0.330741,8.873432170453688e+17,10737.0,34222.0
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,13,10,,Chihuahua,0.793469,8.869832335225446e+17,8084.0,35859.0
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,13,10,,kuvasz,0.309706,8.867368805193196e+17,3443.0,12306.0
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,13,10,,None,0.0,8.866803364779336e+17,4610.0,22798.0
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,12,10,pupper,French_bulldog,0.999201,8.863661447344456e+17,3316.0,21524.0
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,13,10,,pug,0.943575,8.862583841518879e+17,6523.0,28469.0
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,12,10,,Blenheim_spaniel,0.972494,8.859848000199475e+17,7097.0,33382.0
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,13,10,,pug,0.369275,8.855289432054702e+17,6683.0,36689.0
885518971528720385,2017-07-13 15:19:09,Twitter for iPhone,14,10,,,,8.855189715287204e+17,3899.0,20788.0
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,13,10,,malamute,0.8124819999999999,8.851676198836388e+17,4556.0,22367.0
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,12,10,,Italian_greyhound,0.259916,8.849255217417093e+17,16439.0,68152.0
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,13,10,,chow,0.822103,8.848767533904896e+17,6096.0,28514.0
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,13,10,,pug,0.5464060000000001,8.845628921456886e+17,5100.0,24765.0
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,14,10,,Pembroke,0.993225,8.844418053827174e+17,5856.0,27478.0
884247878851493888,2017-07-10 03:08:17,Twitter for iPhone,13,10,,,,8.842478788514939e+17,21298.0,74423.0
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,12,10,doggo,German_shepherd,0.707046,8.841626705843773e+17,3128.0,20771.0
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,12,10,,Doberman,0.610946,8.838381229366313e+17,3586.0,22349.0
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,5,10,,golden_retriever,0.943082,8.834828469330043e+17,10407.0,46860.0
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,13,10,floofer,chow,0.987997,8.833606908992184e+17,3825.0,22986.0
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,13,10,,golden_retriever,0.949562,8.831178360460861e+17,6949.0,37914.0
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,13,10,,Eskimo_dog,0.466778,8.829920803642204e+17,4122.0,24445.0
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,12,10,pupper,Labrador_retriever,0.85005,8.827626945117348e+17,5134.0,28903.0
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,13,10,,Pembroke,0.542982,8.826272703216026e+17,6342.0,28382.0
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,13,10,,golden_retriever,0.762211,8.822681101993697e+17,12118.0,45880.0
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,13,10,,golden_retriever,0.00694063,8.820458700359188e+17,5203.0,29900.0
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,12,10,,Weimaraner,0.291539,8.81906580714922e+17,3533.0,24773.0
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,13,10,,Saluki,0.529012,8.816665953445356e+17,11099.0,51522.0
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,14,10,pupper,Samoyed,0.281463,8.815360043808727e+17,16570.0,50199.0
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,12,10,,None,0.0,8.812684441964626e+17,5358.0,23501.0
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,13,10,,None,0.0,8.809357628999885e+17,2886.0,17346.0
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,12,10,,golden_retriever,0.913255,8.804658323668132e+17,6546.0,29075.0
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,12,10,,Chihuahua,0.238525,8.80221127280382e+17,4436.0,27640.0
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,11,10,,miniature_pinscher,0.120298,8.800957828708966e+17,4533.0,28150.0
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,13,10,,basset,0.813507,8.798624647159276e+17,3642.0,22667.0
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,12,10,,German_short-haired_pointer,0.479896,8.794920405176156e+17,3323.0,23822.0
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,13,10,,English_springer,0.383404,8.794158184251843e+17,45849.0,107956.0
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,12,10,,Labrador_retriever,0.0334961,8.793764925678551e+17,3261.0,17099.0
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,11,10,,None,0.0,8.790507492626555e+17,4941.0,23022.0
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,13,10,,vizsla,0.960513,8.790082295310295e+17,2812.0,19317.0
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,13,10,puppo,Italian_greyhound,0.734684,8.787760934230876e+17,4319.0,19763.0
878604707211726852,2017-06-24 13:24:20,Twitter for iPhone,13,10,,,,8.786047072117268e+17,7582.0,30931.0
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,13,10,,basset,0.32042,8.782815110064783e+17,1349.0,7913.0
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,14,10,,French_bulldog,0.839097,8.780576130401157e+17,7181.0,42876.0
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,13,10,,Chesapeake_Bay_retriever,0.8379559999999999,8.777364723291914e+17,17300.0,71144.0
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,12,10,,basset,0.995368,8.775562467312148e+17,3994.0,23258.0
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,13,10,,Saluki,0.5099670000000001,8.77316821321429e+17,5414.0,27907.0
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,12,10,,Pembroke,0.93112,8.772018374259261e+17,5880.0,27755.0
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,12,10,pupper,bloodhound,0.575751,8.768381206285394e+17,3506.0,21125.0
876537666061221889,2017-06-18 20:30:39,Twitter for iPhone,14,10,,,,8.765376660612219e+17,4800.0,23869.0
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,13,10,,golden_retriever,0.874566,8.764840539098726e+17,2511.0,19163.0
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,13,10,,Bernese_mountain_dog,0.534327,8.761202751961702e+17,4903.0,28490.0
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,13,10,,Labrador_retriever,0.799551,8.757477678675231e+17,4497.0,25773.0
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,13,10,,Siberian_husky,0.245048,8.751442898561147e+17,5081.0,22185.0
875097192612077568,2017-06-14 21:06:43,Twitter for iPhone,13,10,,,,8.750971926120776e+17,6342.0,27997.0
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,12,10,,West_Highland_white_terrier,0.7143189999999999,8.750212112515973e+17,4922.0,26022.0
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,12,10,,Labrador_retriever,0.836052,8.746800970551788e+17,4875.0,28439.0
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,13,10,pupper,cocker_spaniel,0.437216,8.742967835806638e+17,4308.0,26651.0
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,13,10,puppo,Cardigan,0.806674,8.740129962925302e+17,11007.0,35501.0
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,13,10,,Newfoundland,0.678537,8.73580283840344e+17,4143.0,24837.0
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,12,10,pupper,vizsla,0.6197819999999999,8.732137756329779e+17,1667.0,7467.0
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,12,10,doggo,Labrador_retriever,0.476913,8.729671041477632e+17,5669.0,28031.0
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,13,10,,pug,0.99912,8.728206835412378e+17,3884.0,15029.0
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,13,10,,cocker_spaniel,0.513191,8.726208048440033e+17,3911.0,21309.0
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,12,10,,Pembroke,0.931861,8.724869791617966e+17,9429.0,41606.0
872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,13,10,,Labrador_retriever,0.972019,8.722617132944957e+17,6649.0,35085.0
872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,12,10,,pug,0.06673630000000001,8.721227242856489e+17,8549.0,35324.0
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,13,10,,Shetland_sheepdog,0.969171,8.718797546848051e+17,11918.0,39090.0
871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,12,10,pupper,Labrador_retriever,0.921393,8.717625216314491e+17,3678.0,20787.0
871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,12,10,doggo,komondor,0.974781,8.715159279086346e+17,3628.0,20730.0
871102520638267392,2017-06-03 20:33:19,Twitter for iPhone,14,10,doggo,,,8.711025206382674e+17,5764.0,21461.0
871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,13,10,,kelpie,0.3980530000000001,8.710326289206804e+17,3999.0,23255.0
870804317367881728,2017-06-03 00:48:22,Twitter for iPhone,11,10,,None,0.0,8.708043173678817e+17,6393.0,33791.0
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,13,10,,Pembroke,0.945495,8.706563178364682e+17,2817.0,12819.0
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,13,10,,golden_retriever,0.841001,8.703740492806636e+17,27680.0,85011.0
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,13,10,,Greater_Swiss_Mountain_dog,0.6227520000000001,8.703089999625216e+17,4384.0,22453.0
870063196459192321,2017-05-31 23:43:25,Twitter for iPhone,14,10,,None,0.0,8.700631964591923e+17,8840.0,37771.0
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,13,10,,Pembroke,0.980148,8.697724208817562e+17,10663.0,43710.0
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,13,10,,Pembroke,0.993449,8.697029578975764e+17,6728.0,29116.0
869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,12,10,doggo,Chihuahua,0.955156,8.69596645499048e+17,3327.0,16476.0
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,13,10,,Pembroke,0.664181,8.692279934110515e+17,4023.0,21112.0
868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,14,10,,French_bulldog,0.0999839,8.688803978194944e+17,12518.0,55098.0
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,13,10,,Labrador_retriever,0.868107,8.686224954436321e+17,6275.0,28295.0
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,12,10,,whippet,0.378151,8.685522785248379e+17,2240.0,10539.0
867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,13,10,,Border_collie,0.661953,8.677749463024517e+17,7788.0,35179.0
867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,12,10,puppo,Eskimo_dog,0.6164569999999999,8.674210068262216e+17,2697.0,16755.0
866720684873056260,2017-05-22 18:21:28,Twitter for iPhone,13,10,,,,8.667206848730563e+17,5168.0,20888.0
866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,12,10,,flat-coated_retriever,0.51473,8.666868248270684e+17,3727.0,20070.0
866450705531457537,2017-05-22 00:28:40,Twitter for iPhone,13,10,pupper,French_bulldog,0.905334,8.664507055314575e+17,32883.0,106827.0
866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,12,10,,Samoyed,0.984086,8.663349647612027e+17,15546.0,54720.0
865718153858494464,2017-05-19 23:57:46,Twitter for iPhone,13,10,,golden_retriever,0.673664,8.657181538584945e+17,6008.0,26640.0
865359393868664832,2017-05-19 00:12:11,Twitter for iPhone,13,10,,Chesapeake_Bay_retriever,0.832435,8.653593938686648e+17,5384.0,27530.0
865006731092295680,2017-05-18 00:50:50,Twitter for iPhone,13,10,,Pembroke,0.989882,8.650067310922957e+17,8209.0,29063.0
864279568663928832,2017-05-16 00:41:21,Twitter for iPhone,12,10,,bull_mastiff,0.668613,8.642795686639288e+17,3266.0,15195.0
864197398364647424,2017-05-15 19:14:50,Twitter for iPhone,13,10,,golden_retriever,0.945905,8.641973983646474e+17,9616.0,31459.0
863907417377173506,2017-05-15 00:02:33,Twitter for iPhone,13,10,,None,0.0,8.639074173771735e+17,4441.0,21477.0
863553081350529029,2017-05-14 00:34:33,Twitter for iPhone,13,10,,Eskimo_dog,0.41333,8.63553081350529e+17,4489.0,15935.0
863432100342583297,2017-05-13 16:33:49,Twitter for iPhone,12,10,,Staffordshire_bullterrier,0.690517,8.634321003425833e+17,5664.0,24829.0
863062471531167744,2017-05-12 16:05:02,Twitter for iPhone,13,10,,French_bulldog,0.935804,8.630624715311677e+17,2687.0,8945.0
862831371563274240,2017-05-12 00:46:44,Twitter for iPhone,13,10,,Australian_terrier,0.207281,8.628313715632742e+17,5457.0,20011.0
862722525377298433,2017-05-11 17:34:13,Twitter for iPhone,11,10,,basset,0.39333,8.627225253772984e+17,3809.0,17779.0
862457590147678208,2017-05-11 00:01:27,Twitter for iPhone,13,10,,None,0.0,8.624575901476782e+17,5388.0,21492.0
861383897657036800,2017-05-08 00:54:59,Twitter for iPhone,13,10,,Cardigan,0.771008,8.613838976570368e+17,11528.0,37744.0
861288531465048066,2017-05-07 18:36:02,Twitter for iPhone,13,10,,Bouvier_des_Flandres,0.0826102,8.61288531465048e+17,4479.0,18032.0
861005113778896900,2017-05-06 23:49:50,Twitter for iPhone,12,10,,German_shepherd,0.507951,8.610051137788969e+17,4119.0,17538.0
860563773140209665,2017-05-05 18:36:06,Twitter for iPhone,13,10,,Cardigan,0.583936,8.605637731402097e+17,2334.0,7878.0
860524505164394496,2017-05-05 16:00:04,Twitter for iPhone,13,10,,Bedlington_terrier,0.286558,8.605245051643945e+17,5698.0,24678.0
860276583193509888,2017-05-04 23:34:55,Twitter for iPhone,12,10,,None,0.0,8.602765831935099e+17,3745.0,19154.0
860184849394610176,2017-05-04 17:30:24,Twitter for iPhone,14,10,,None,0.0,8.601848493946102e+17,6295.0,17474.0
859924526012018688,2017-05-04 00:15:58,Twitter for iPhone,12,10,,French_bulldog,0.254587,8.599245260120187e+17,4349.0,20021.0
859851578198683649,2017-05-03 19:26:06,Twitter for iPhone,13,10,,Labrador_retriever,0.899086,8.598515781986836e+17,3780.0,16105.0
859607811541651456,2017-05-03 03:17:27,Twitter for iPhone,13,10,puppo,golden_retriever,0.8955290000000001,8.596078115416515e+17,1704.0,19476.0
859074603037188101,2017-05-01 15:58:40,Twitter for iPhone,13,10,,None,0.0,8.590746030371881e+17,14740.0,35553.0
858843525470990336,2017-05-01 00:40:27,Twitter for iPhone,13,10,doggo,golden_retriever,0.57812,8.588435254709903e+17,3771.0,16304.0
858471635011153920,2017-04-30 00:02:42,Twitter for iPhone,13,10,,Pembroke,0.987407,8.584716350111539e+17,5271.0,22640.0
858107933456039936,2017-04-28 23:57:28,Twitter for iPhone,12,10,,golden_retriever,0.863874,8.5810793345604e+17,3154.0,16524.0
